,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
854,855,2,1,44.0,1,0,26.0,1
572,573,1,0,36.0,0,0,26.3875,1
49,50,3,1,18.0,1,0,17.8,1
818,819,3,0,43.0,0,0,6.45,1
746,747,3,0,16.0,1,1,20.25,1
283,284,3,0,19.0,0,0,8.05,1
568,569,3,0,29.0,0,0,7.2292,2
653,654,3,1,27.0,0,0,7.8292,3
377,378,1,0,27.0,0,2,211.5,2
44,45,3,1,19.0,0,0,7.8792,3
2,3,3,1,26.0,0,0,7.925,1
868,869,3,0,29.0,0,0,9.5,1
389,390,2,1,17.0,0,0,12.0,2
829,830,1,1,62.0,0,0,80.0,0
32,33,3,1,27.0,0,0,7.75,3
433,434,3,0,17.0,0,0,7.125,1
229,230,3,1,27.0,3,1,25.4667,1
237,238,2,1,8.0,0,2,26.25,1
273,274,1,0,37.0,0,1,29.7,2
30,31,1,0,40.0,0,0,27.7208,2
697,698,3,1,27.0,0,0,7.7333,3
809,810,1,1,33.0,1,0,53.1,1
166,167,1,1,27.0,0,1,55.0,1
262,263,1,0,52.0,1,1,79.65,1
831,832,2,0,0.83,1,1,18.75,1
643,644,3,0,29.0,0,0,56.4958,1
482,483,3,0,50.0,0,0,8.05,1
778,779,3,0,29.0,0,0,7.7375,3
696,697,3,0,44.0,0,0,8.05,1
41,42,2,1,27.0,1,0,21.0,1
17,18,2,0,29.0,0,0,13.0,1
750,751,2,1,4.0,1,1,23.0,1
519,520,3,0,32.0,0,0,7.8958,1
468,469,3,0,29.0,0,0,7.725,3
551,552,2,0,27.0,0,0,26.0,1
324,325,3,0,29.0,8,2,69.55,1
31,32,1,1,27.0,1,0,146.5208,2
278,279,3,0,7.0,4,1,29.125,3
752,753,3,0,33.0,0,0,9.5,1
313,314,3,0,28.0,0,0,7.8958,1
406,407,3,0,51.0,0,0,7.75,1
390,391,1,0,36.0,1,2,120.0,1
143,144,3,0,19.0,0,0,6.75,3
241,242,3,1,27.0,1,0,15.5,3
623,624,3,0,21.0,0,0,7.8542,1
